,Site,Transect,Date,Genus,Species,Size,Count,Phase,Notes,Observer,Year,log_a_coef,b_coef,biomass_g
469,Molasses,1,8/20/2022,Scarus,iseri,4,1,Initial,NA,AAS,2022,-4.8887,3.0548,1.012215216
470,Molasses,1,8/20/2022,Scarus,iseri,4,1,Initial,NA,AAS,2022,-4.8887,3.0548,1.012215216
471,Molasses,1,8/20/2022,Scarus,iseri,4,1,Initial,NA,AAS,2022,-4.8887,3.0548,1.012215216
472,Molasses,1,8/20/2022,Scarus,taeniopterus,4,1,Initial,NA,AAS,2022,-4.1836,2.7086,1.431329731
473,Molasses,1,8/20/2022,Scarus,vetula,15,1,Initial,NA,AAS,2022,-5.5396,3.33,50.90774882
474,Molasses,1,8/20/2022,Scarus,vetula,20,1,Initial,NA,AAS,2022,-5.5396,3.33,132.6874615
475,Molasses,1,8/20/2022,Scarus,vetula,17,1,Initial,NA,AAS,2022,-5.5396,3.33,77.23157795
476,Molasses,1,8/20/2022,Scarus,vetula,14,1,Initial,NA,AAS,2022,-5.5396,3.33,40.45818154
477,Molasses,1,8/20/2022,Sparisoma,viride,16,1,Initial,NA,AAS,2022,-4.5223,2.9214,82.56882746
478,Molasses,1,8/20/2022,Sparisoma,viride,15,1,Initial,NA,AAS,2022,-4.5223,2.9214,68.38061528
479,Molasses,1,8/20/2022,Sparisoma,viride,29,1,Terminal,NA,AAS,2022,-4.5223,2.9214,469.1908252
480,Molasses,1,8/20/2022,Sparisoma,viride,5,1,Initial,NA,AAS,2022,-4.5223,2.9214,2.761029016
481,Molasses,1,8/20/2022,Sparisoma,aurofrenatum,12,1,Initial,NA,AAS,2022,-5.7587,3.4291,23.49743251
482,Molasses,1,8/20/2022,Sparisoma,aurofrenatum,17,1,Terminal,NA,AAS,2022,-5.7587,3.4291,77.57689558
483,Molasses,1,8/20/2022,Sparisoma,aurofrenatum,4,1,Initial,NA,AAS,2022,-5.7587,3.4291,0.543155168
484,Molasses,1,8/20/2022,Sparisoma,aurofrenatum,3,1,Initial,NA,AAS,2022,-5.7587,3.4291,0.202533326
485,Molasses,1,8/20/2022,Sparisoma,aurofrenatum,4,1,Initial,NA,AAS,2022,-5.7587,3.4291,0.543155168
486,Molasses,2,8/20/2022,Scarus,vetula,33,1,Terminal,NA,AAS,2022,-5.5396,3.33,703.1555675
487,Molasses,2,8/20/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,AAS,2022,-5.7587,3.4291,30.91883698
488,Molasses,2,8/20/2022,Sparisoma,aurofrenatum,3,1,Juvenile,NA,AAS,2022,-5.7587,3.4291,0.202533326
489,Molasses,2,8/20/2022,Sparisoma,aurofrenatum,21,1,Terminal,NA,AAS,2022,-5.7587,3.4291,160.1113737
490,Molasses,2,8/20/2022,Sparisoma,aurofrenatum,15,1,Initial,NA,AAS,2022,-5.7587,3.4291,50.50501872
491,Molasses,2,8/20/2022,Sparisoma,aurofrenatum,14,1,Initial,NA,AAS,2022,-5.7587,3.4291,39.8646217
492,Molasses,2,8/20/2022,Sparisoma,chrysopterum,16,1,Initial,NA,AAS,2022,-5.1754,3.1708,65.07641814
493,Molasses,2,8/20/2022,Sparisoma,chrysopterum,15,1,Initial,NA,AAS,2022,-5.1754,3.1708,53.03348467
494,Molasses,2,8/20/2022,Sparisoma,chrysopterum,13,1,Initial,NA,AAS,2022,-5.1754,3.1708,33.68926852
495,Molasses,2,8/20/2022,Sparisoma,rubripinne,21,1,Terminal,NA,AAS,2022,-4.8701,3.0641,175.9592657
496,Molasses,2,8/20/2022,Sparisoma,viride,16,1,Initial,NA,AAS,2022,-4.5223,2.9214,82.56882746
497,Molasses,2,8/20/2022,Sparisoma,viride,23,1,Initial,NA,AAS,2022,-4.5223,2.9214,238.3700569
498,Molasses,2,8/20/2022,Sparisoma,viride,3,1,Juvenile,NA,AAS,2022,-4.5223,2.9214,0.62081476
499,Molasses,2,8/20/2022,Sparisoma,viride,4,1,Juvenile,NA,AAS,2022,-4.5223,2.9214,1.438659635
500,Molasses,2,8/20/2022,Sparisoma,viride,5,1,Juvenile,NA,AAS,2022,-4.5223,2.9214,2.761029016
501,Molasses,2,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
502,Molasses,3,8/20/2022,Scarus,vetula,13,1,Initial,NA,AAS,2022,-5.5396,3.33,31.61049984
503,Molasses,3,8/20/2022,Sparisoma,aurofrenatum,14,1,Initial,NA,AAS,2022,-5.7587,3.4291,39.8646217
504,Molasses,3,8/20/2022,Sparisoma,aurofrenatum,19,1,Terminal,NA,AAS,2022,-5.7587,3.4291,113.59886
505,Molasses,3,8/20/2022,Sparisoma,aurofrenatum,12,1,Initial,NA,AAS,2022,-5.7587,3.4291,23.49743251
506,Molasses,3,8/20/2022,Sparisoma,viride,22,1,Initial,NA,AAS,2022,-4.5223,2.9214,209.3406748
507,Molasses,3,8/20/2022,Sparisoma,viride,24,1,Terminal,NA,AAS,2022,-4.5223,2.9214,269.9287363
508,Molasses,3,8/20/2022,Sparisoma,viride,15,1,Initial,NA,AAS,2022,-4.5223,2.9214,68.38061528
509,Molasses,3,8/20/2022,Sparisoma,viride,28,1,Terminal,NA,AAS,2022,-4.5223,2.9214,423.4747036
510,Molasses,3,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
511,Molasses,3,8/20/2022,Scarus,taeniopterus,3,1,Initial,NA,AAS,2022,-4.1836,2.7086,0.656644983
512,Molasses,3,8/20/2022,Scarus,taeniopterus,19,1,Initial,transitioning,AAS,2022,-4.1836,2.7086,97.41638368
513,Molasses,3,8/20/2022,Sparisoma,rubripinne,15,1,Initial,NA,AAS,2022,-4.8701,3.0641,62.75686304
514,Molasses,3,8/20/2022,Sparisoma,rubripinne,15,1,Initial,NA,AAS,2022,-4.8701,3.0641,62.75686304
515,Molasses,4,8/20/2022,Sparisoma,viride,25,1,Initial,NA,AAS,2022,-4.5223,2.9214,304.1178709
516,Molasses,4,8/20/2022,Sparisoma,viride,14,1,Initial,NA,AAS,2022,-4.5223,2.9214,55.89827983
517,Molasses,4,8/20/2022,Sparisoma,viride,15,1,Initial,NA,AAS,2022,-4.5223,2.9214,68.38061528
518,Molasses,4,8/20/2022,Sparisoma,viride,3,1,Initial,NA,AAS,2022,-4.5223,2.9214,0.62081476
519,Molasses,4,8/20/2022,Sparisoma,viride,20,1,Initial,NA,AAS,2022,-4.5223,2.9214,158.4634217
520,Molasses,4,8/20/2022,Sparisoma,viride,17,1,Initial,NA,AAS,2022,-4.5223,2.9214,98.56744039
521,Molasses,4,8/20/2022,Sparisoma,aurofrenatum,3,1,Initial,NA,AAS,2022,-5.7587,3.4291,0.202533326
522,Molasses,4,8/20/2022,Sparisoma,aurofrenatum,10,1,Initial,NA,AAS,2022,-5.7587,3.4291,12.57476854
523,Molasses,4,8/20/2022,Sparisoma,aurofrenatum,9,1,Initial,NA,AAS,2022,-5.7587,3.4291,8.76179301
524,Molasses,4,8/20/2022,Sparisoma,aurofrenatum,5,1,Juvenile,NA,AAS,2022,-5.7587,3.4291,1.167449334
525,Molasses,4,8/20/2022,Sparisoma,aurofrenatum,6,1,Initial,NA,AAS,2022,-5.7587,3.4291,2.181516252
526,Molasses,4,8/20/2022,Sparisoma,taeniopterus,2,1,Initial,NA,AAS,2022,-4.1836,2.7086,0.218962552
527,Molasses,4,8/20/2022,Sparisoma,taeniopterus,6,1,Initial,NA,AAS,2022,-4.1836,2.7086,4.292402872
528,Molasses,4,8/20/2022,Sparisoma,chrysopterum,4,1,Initial,NA,AAS,2022,-5.1754,3.1708,0.802438617
529,Molasses,4,8/20/2022,Sparisoma,chrysopterum,20,1,Terminal,NA,AAS,2022,-5.1754,3.1708,132.04012
530,Molasses,4,8/20/2022,Sparisoma,chrysopterum,24,1,Initial,NA,AAS,2022,-5.1754,3.1708,235.3823017
531,Molasses,4,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
532,Molasses,4,8/20/2022,Scarus,iseri,2,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.121810978
533,Molasses,4,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
534,Molasses,5,8/20/2022,Scarus,iseri,2,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.121810978
535,Molasses,5,8/20/2022,Scarus,iseri,2,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.121810978
536,Molasses,5,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
537,Molasses,5,8/20/2022,Scarus,iseri,2,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.121810978
538,Molasses,5,8/20/2022,Scarus,taeniopterus,3,1,Initial,NA,AAS,2022,-4.1836,2.7086,0.656644983
539,Molasses,5,8/20/2022,Scarus,taeniopterus,2,1,Initial,NA,AAS,2022,-4.1836,2.7086,0.218962552
540,Molasses,5,8/20/2022,Sparisoma,taeniopterus,2,1,Initial,NA,AAS,2022,-4.1836,2.7086,0.218962552
541,Molasses,5,8/20/2022,Sparisoma,aurofrenatum,2,1,Initial,NA,AAS,2022,-5.7587,3.4291,0.050426864
542,Molasses,5,8/20/2022,Sparisoma,aurofrenatum,15,1,Initial,NA,AAS,2022,-5.7587,3.4291,50.50501872
543,Molasses,5,8/20/2022,Sparisoma,aurofrenatum,12,1,Initial,NA,AAS,2022,-5.7587,3.4291,23.49743251
544,Molasses,5,8/20/2022,Sparisoma,aurofrenatum,11,1,Initial,NA,AAS,2022,-5.7587,3.4291,17.43571079
545,Molasses,5,8/20/2022,Sparisoma,aurofrenatum,16,1,Terminal,NA,AAS,2022,-5.7587,3.4291,63.01556471
546,Molasses,5,8/20/2022,Sparisoma,aurofrenatum,18,1,Terminal,NA,AAS,2022,-5.7587,3.4291,94.37456161
547,Molasses,5,8/20/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,AAS,2022,-5.7587,3.4291,30.91883698
548,Molasses,5,8/20/2022,Sparisoma,aurofrenatum,9,1,Initial,NA,AAS,2022,-5.7587,3.4291,8.76179301
549,Molasses,5,8/20/2022,Sparisoma,aurofrenatum,15,1,Initial,NA,AAS,2022,-5.7587,3.4291,50.50501872
550,Molasses,5,8/20/2022,Sparisoma,viride,3,1,Juvenile,NA,AAS,2022,-4.5223,2.9214,0.62081476
551,Molasses,6,8/20/2022,Sparisoma,viride,16,1,Initial,NA,AAS,2022,-4.5223,2.9214,82.56882746
552,Molasses,6,8/20/2022,Sparisoma,viride,29,1,Terminal,NA,AAS,2022,-4.5223,2.9214,469.1908252
553,Molasses,6,8/20/2022,Sparisoma,viride,15,1,Initial,NA,AAS,2022,-4.5223,2.9214,68.38061528
554,Molasses,6,8/20/2022,Sparisoma,viride,17,1,Initial,NA,AAS,2022,-4.5223,2.9214,98.56744039
555,Molasses,6,8/20/2022,Sparisoma,viride,23,1,Terminal,NA,AAS,2022,-4.5223,2.9214,238.3700569
556,Molasses,6,8/20/2022,Sparisoma,viride,16,1,Initial,NA,AAS,2022,-4.5223,2.9214,82.56882746
557,Molasses,6,8/20/2022,Sparisoma,viride,12,1,Initial,NA,AAS,2022,-4.5223,2.9214,35.63035031
558,Molasses,6,8/20/2022,Sparisoma,viride,19,1,Initial,NA,AAS,2022,-4.5223,2.9214,136.4114326
559,Molasses,6,8/20/2022,Sparisoma,viride,24,1,Terminal,NA,AAS,2022,-4.5223,2.9214,269.9287363
560,Molasses,6,8/20/2022,Sparisoma,aurofrenatum,21,1,Terminal,NA,AAS,2022,-5.7587,3.4291,160.1113737
561,Molasses,6,8/20/2022,Sparisoma,aurofrenatum,16,1,Initial,NA,AAS,2022,-5.7587,3.4291,63.01556471
562,Molasses,6,8/20/2022,Sparisoma,aurofrenatum,8,1,Initial,NA,AAS,2022,-5.7587,3.4291,5.85040423
563,Molasses,6,8/20/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,AAS,2022,-5.7587,3.4291,30.91883698
564,Molasses,6,8/20/2022,Scarus,vetula,18,1,Initial,NA,AAS,2022,-5.5396,3.33,93.42378146
565,Molasses,6,8/20/2022,Scarus,vetula,25,1,Terminal,NA,AAS,2022,-5.5396,3.33,278.9589045
566,Molasses,6,8/20/2022,Scarus,vetula,21,1,Initial,NA,AAS,2022,-5.5396,3.33,156.0954527
567,Molasses,6,8/20/2022,Scarus,iseri,12,1,Initial,NA,AAS,2022,-4.8887,3.0548,29.02571124
568,Molasses,6,8/20/2022,Scarus,iseri,15,1,Terminal,NA,AAS,2022,-4.8887,3.0548,57.38832884
569,Molasses,6,8/20/2022,Scarus,taeniopterus,18,1,Initial,NA,AAS,2022,-4.1836,2.7086,84.14554106
570,Molasses,6,8/20/2022,Scarus,taeniopterus,24,1,Terminal,NA,AAS,2022,-4.1836,2.7086,183.4172464
571,Molasses,6,8/20/2022,Scarus,taeniopterus,13,1,Initial,NA,AAS,2022,-4.1836,2.7086,34.85194051
572,Molasses,6,8/20/2022,Sparisoma,chrysopterum,14,1,Initial,NA,AAS,2022,-5.1754,3.1708,42.6130653
573,Molasses,6,8/20/2022,Sparisoma,rubripinne,19,1,Initial,NA,AAS,2022,-4.8701,3.0641,129.4878168
574,Molasses,6,8/20/2022,Sparisoma,rubripinne,23,1,Terminal,NA,AAS,2022,-4.8701,3.0641,232.5253262
575,Molasses,7,8/20/2022,Sparisoma,viride,16,1,Initial,NA,AAS,2022,-4.5223,2.9214,82.56882746
576,Molasses,7,8/20/2022,Sparisoma,viride,16,1,Initial,NA,AAS,2022,-4.5223,2.9214,82.56882746
577,Molasses,7,8/20/2022,Sparisoma,viride,9,1,Initial,NA,AAS,2022,-4.5223,2.9214,15.37531659
578,Molasses,7,8/20/2022,Sparisoma,viride,25,1,Terminal,NA,AAS,2022,-4.5223,2.9214,304.1178709
579,Molasses,7,8/20/2022,Sparisoma,viride,15,1,Initial,NA,AAS,2022,-4.5223,2.9214,68.38061528
580,Molasses,7,8/20/2022,Sparisoma,viride,23,1,Initial,NA,AAS,2022,-4.5223,2.9214,238.3700569
581,Molasses,7,8/20/2022,Sparisoma,viride,17,1,Initial,NA,AAS,2022,-4.5223,2.9214,98.56744039
582,Molasses,7,8/20/2022,Sparisoma,viride,21,1,Terminal,NA,AAS,2022,-4.5223,2.9214,182.7390857
583,Molasses,7,8/20/2022,Sparisoma,viride,22,1,Terminal,NA,AAS,2022,-4.5223,2.9214,209.3406748
584,Molasses,7,8/20/2022,Sparisoma,vetula,26,1,Terminal,NA,AAS,2022,-5.5396,3.33,317.8785686
585,Molasses,7,8/20/2022,Sparisoma,vetula,20,1,Initial,NA,AAS,2022,-5.5396,3.33,132.6874615
586,Molasses,7,8/20/2022,Sparisoma,vetula,11,1,Initial,NA,AAS,2022,-5.5396,3.33,18.12331511
587,Molasses,7,8/20/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,AAS,2022,-5.7587,3.4291,30.91883698
588,Molasses,7,8/20/2022,Sparisoma,aurofrenatum,11,1,Initial,NA,AAS,2022,-5.7587,3.4291,17.43571079
589,Molasses,7,8/20/2022,Sparisoma,aurofrenatum,8,1,Initial,NA,AAS,2022,-5.7587,3.4291,5.85040423
590,Molasses,7,8/20/2022,Sparisoma,aurofrenatum,9,1,Initial,NA,AAS,2022,-5.7587,3.4291,8.76179301
591,Molasses,7,8/20/2022,Scarus,iseri,16,1,Terminal,NA,AAS,2022,-4.8887,3.0548,69.89493784
592,Molasses,7,8/20/2022,Sparisoma,rubripinne,17,1,Initial,NA,AAS,2022,-4.8701,3.0641,92.09128649
593,Molasses,7,8/20/2022,Sparisoma,rubripinne,15,1,Initial,NA,AAS,2022,-4.8701,3.0641,62.75686304
594,Molasses,8,8/20/2022,Scarus,vetula,27,1,Terminal,NA,AAS,2022,-5.5396,3.33,360.4469331
595,Molasses,8,8/20/2022,Sparisoma,viride,3,1,Juvenile,NA,AAS,2022,-4.5223,2.9214,0.62081476
596,Molasses,8,8/20/2022,Sparisoma,viride,14,1,Initial,NA,AAS,2022,-4.5223,2.9214,55.89827983
597,Molasses,8,8/20/2022,Sparisoma,viride,22,1,Terminal,NA,AAS,2022,-4.5223,2.9214,209.3406748
598,Molasses,8,8/20/2022,Sparisoma,viride,17,1,Initial,NA,AAS,2022,-4.5223,2.9214,98.56744039
599,Molasses,8,8/20/2022,Sparisoma,viride,15,1,Initial,NA,AAS,2022,-4.5223,2.9214,68.38061528
600,Molasses,8,8/20/2022,Sparisoma,aurofrenatum,20,1,Terminal,NA,AAS,2022,-5.7587,3.4291,135.4446821
601,Molasses,8,8/20/2022,Sparisoma,aurofrenatum,3,1,Juvenile,NA,AAS,2022,-5.7587,3.4291,0.202533326
602,Molasses,8,8/20/2022,Sparisoma,aurofrenatum,15,1,Initial,NA,AAS,2022,-5.7587,3.4291,50.50501872
603,Molasses,8,8/20/2022,Sparisoma,taeniopterus,8,1,Initial,NA,AAS,2022,-4.1836,2.7086,9.356416341
604,Molasses,8,8/20/2022,Sparisoma,taeniopterus,7,1,Initial,NA,AAS,2022,-4.1836,2.7086,6.516772367
605,Molasses,8,8/20/2022,Sparisoma,taeniopterus,3,1,Initial,NA,AAS,2022,-4.1836,2.7086,0.656644983
606,Molasses,8,8/20/2022,Sparisoma,taeniopterus,4,1,Initial,NA,AAS,2022,-4.1836,2.7086,1.431329731
607,Molasses,8,8/20/2022,Sparisoma,taeniopterus,3,1,Initial,NA,AAS,2022,-4.1836,2.7086,0.656644983
608,Molasses,8,8/20/2022,Sparisoma,taeniopterus,6,1,Initial,NA,AAS,2022,-4.1836,2.7086,4.292402872
609,Molasses,8,8/20/2022,Sparisoma,taeniopterus,9,1,Initial,NA,AAS,2022,-4.1836,2.7086,12.87245141
610,Molasses,8,8/20/2022,Sparisoma,taeniopterus,14,1,Initial,NA,AAS,2022,-4.1836,2.7086,42.59929359
611,Molasses,8,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
612,Molasses,8,8/20/2022,Scarus,iseri,5,1,Initial,NA,AAS,2022,-4.8887,3.0548,2.001306331
613,Molasses,8,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
614,Molasses,8,8/20/2022,Scarus,iseri,8,1,Initial,NA,AAS,2022,-4.8887,3.0548,8.411225809
615,Molasses,8,8/20/2022,Scarus,iseri,10,1,Initial,NA,AAS,2022,-4.8887,3.0548,16.6302968
616,Molasses,8,8/20/2022,Scarus,iseri,16,1,Terminal,NA,AAS,2022,-4.8887,3.0548,69.89493784
617,Molasses,8,8/20/2022,Sparisoma,rubripinne,4,1,Juvenile,NA,AAS,2022,-4.8701,3.0641,1.09338225
618,Molasses,8,8/20/2022,Sparisoma,rubripinne,3,1,Juvenile,NA,AAS,2022,-4.8701,3.0641,0.45284256
619,Molasses,8,8/20/2022,Sparisoma,chrysopterum,4,1,Juvenile,NA,AAS,2022,-5.1754,3.1708,0.802438617
620,Molasses,9,8/20/2022,Scarus,vetula,25,1,Terminal,NA,AAS,2022,-5.5396,3.33,278.9589045
621,Molasses,9,8/20/2022,Scarus,taeniopterus,11,1,Initial,NA,AAS,2022,-4.1836,2.7086,22.16747498
622,Molasses,9,8/20/2022,Scarus,taeniopterus,9,1,Initial,NA,AAS,2022,-4.1836,2.7086,12.87245141
623,Molasses,9,8/20/2022,Scarus,taeniopterus,5,1,Initial,NA,AAS,2022,-4.1836,2.7086,2.619570878
624,Molasses,9,8/20/2022,Scarus,taeniopterus,12,1,Initial,NA,AAS,2022,-4.1836,2.7086,28.05887944
625,Molasses,9,8/20/2022,Scarus,iseri,13,1,Terminal,NA,AAS,2022,-4.8887,3.0548,37.06586611
626,Molasses,9,8/20/2022,Sparisoma,aurofrenatum,5,1,Initial,NA,AAS,2022,-5.7587,3.4291,1.167449334
627,Molasses,9,8/20/2022,Sparisoma,viride,18,1,Initial,NA,AAS,2022,-4.5223,2.9214,116.4804652
628,Molasses,9,8/20/2022,Sparisoma,viride,19,1,Initial,NA,AAS,2022,-4.5223,2.9214,136.4114326
629,Molasses,9,8/20/2022,Sparisoma,viride,15,1,Initial,NA,AAS,2022,-4.5223,2.9214,68.38061528
630,Molasses,9,8/20/2022,Sparisoma,viride,14,1,Initial,NA,AAS,2022,-4.5223,2.9214,55.89827983
631,Molasses,9,8/20/2022,Scarus,iseri,5,1,Initial,NA,AAS,2022,-4.8887,3.0548,2.001306331
632,Molasses,10,8/20/2022,Scarus,vetula,19,1,Initial,NA,AAS,2022,-5.5396,3.33,111.8534776
633,Molasses,10,8/20/2022,Scarus,vetula,16,1,Initial,NA,AAS,2022,-5.5396,3.33,63.11310433
634,Molasses,10,8/20/2022,Scarus,taeniopterus,14,1,Initial,NA,AAS,2022,-4.1836,2.7086,42.59929359
635,Molasses,10,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
636,Molasses,10,8/20/2022,Sparisoma,aurofrenatum,3,1,Juvenile,NA,AAS,2022,-5.7587,3.4291,0.202533326
637,Molasses,10,8/20/2022,Scarus,taeniopterus,6,1,Initial,NA,AAS,2022,-4.1836,2.7086,4.292402872
638,Molasses,10,8/20/2022,Sparisoma,viride,9,1,Initial,NA,AAS,2022,-4.5223,2.9214,15.37531659
639,Molasses,10,8/20/2022,Sparisoma,viride,4,1,Juvenile,NA,AAS,2022,-4.5223,2.9214,1.438659635
640,Molasses,10,8/20/2022,Sparisoma,viride,6,1,Initial,NA,AAS,2022,-4.5223,2.9214,4.703174179
641,Molasses,10,8/20/2022,Sparisoma,viride,18,1,Initial,NA,AAS,2022,-4.5223,2.9214,116.4804652
642,Molasses,10,8/20/2022,Sparisoma,rubripinne,16,1,Initial,NA,AAS,2022,-4.8701,3.0641,76.4793237
643,Molasses,10,8/20/2022,Sparisoma,rubripinne,17,1,Initial,NA,AAS,2022,-4.8701,3.0641,92.09128649
644,Pickles,1,8/20/2022,Sparisoma,rubripinne,18,1,Initial,NA,AAS,2022,-4.8701,3.0641,109.718657
645,Pickles,1,8/20/2022,Sparisoma,rubripinne,17,1,Initial,NA,AAS,2022,-4.8701,3.0641,92.09128649
646,Pickles,1,8/20/2022,Sparisoma,rubripinne,20,1,Initial,NA,AAS,2022,-4.8701,3.0641,151.5255991
647,Pickles,1,8/20/2022,Sparisoma,rubripinne,25,1,Initial,NA,AAS,2022,-4.8701,3.0641,300.2119536
648,Pickles,1,8/20/2022,Scarus,taeniopterus,5,1,Initial,NA,AAS,2022,-4.1836,2.7086,2.619570878
649,Pickles,1,8/20/2022,Scarus,taeniopterus,16,1,Initial,NA,AAS,2022,-4.1836,2.7086,61.16167702
650,Pickles,1,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
651,Pickles,1,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
652,Pickles,1,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
653,Pickles,1,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
654,Pickles,1,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
655,Pickles,1,8/20/2022,Scarus,iseri,5,1,Initial,NA,AAS,2022,-4.8887,3.0548,2.001306331
656,Pickles,1,8/20/2022,Scarus,iseri,14,1,Terminal,NA,AAS,2022,-4.8887,3.0548,46.48276173
657,Pickles,1,8/20/2022,Scarus,coeruleus,12,1,Initial,NA,AAS,2022,-5.0162,3.1109,28.30902672
658,Pickles,1,8/20/2022,Sparisoma,viride,33,1,Terminal,NA,AAS,2022,-4.5223,2.9214,684.3631616
659,Pickles,1,8/20/2022,Sparisoma,viride,14,1,Initial,NA,AAS,2022,-4.5223,2.9214,55.89827983
660,Pickles,1,8/20/2022,Sparisoma,viride,6,1,Initial,NA,AAS,2022,-4.5223,2.9214,4.703174179
661,Pickles,1,8/20/2022,Sparisoma,chrysopterum,19,1,Terminal,NA,AAS,2022,-5.1754,3.1708,112.2204273
662,Pickles,1,8/20/2022,Sparisoma,chrysopterum,19,1,Terminal,NA,AAS,2022,-5.1754,3.1708,112.2204273
663,Pickles,1,8/20/2022,Sparisoma,aurofrenatum,4,1,Juvenile,NA,AAS,2022,-5.7587,3.4291,0.543155168
664,Pickles,2,8/20/2022,Sparisoma,aurofrenatum,10,1,Initial,NA,AAS,2022,-5.7587,3.4291,12.57476854
665,Pickles,2,8/20/2022,Sparisoma,aurofrenatum,12,1,Initial,NA,AAS,2022,-5.7587,3.4291,23.49743251
666,Pickles,2,8/20/2022,Sparisoma,viride,12,1,Initial,NA,AAS,2022,-4.5223,2.9214,35.63035031
667,Pickles,2,8/20/2022,Sparisoma,viride,25,1,Terminal,NA,AAS,2022,-4.5223,2.9214,304.1178709
668,Pickles,2,8/20/2022,Sparisoma,chrysopterum,35,1,Terminal,NA,AAS,2022,-5.1754,3.1708,778.6296814
669,Pickles,2,8/20/2022,Scarus,iseri,8,1,Initial,NA,AAS,2022,-4.8887,3.0548,8.411225809
670,Pickles,2,8/20/2022,Scarus,iseri,6,1,Initial,NA,AAS,2022,-4.8887,3.0548,3.49298274
671,Pickles,3,8/20/2022,Sparisoma,viride,18,1,Initial,NA,AAS,2022,-4.5223,2.9214,116.4804652
672,Pickles,3,8/20/2022,Sparisoma,viride,16,1,Initial,NA,AAS,2022,-4.5223,2.9214,82.56882746
673,Pickles,3,8/20/2022,Sparisoma,viride,28,1,Terminal,NA,AAS,2022,-4.5223,2.9214,423.4747036
674,Pickles,3,8/20/2022,Sparisoma,viride,14,1,Initial,NA,AAS,2022,-4.5223,2.9214,55.89827983
675,Pickles,3,8/20/2022,Sparisoma,viride,34,1,Terminal,NA,AAS,2022,-4.5223,2.9214,746.7281236
676,Pickles,3,8/20/2022,Sparisoma,rubripinne,30,1,Initial,NA,AAS,2022,-4.8701,3.0641,524.8645447
677,Pickles,3,8/20/2022,Sparisoma,rubripinne,26,1,Initial,NA,AAS,2022,-4.8701,3.0641,338.5476749
678,Pickles,3,8/20/2022,Sparisoma,rubripinne,20,1,Initial,NA,AAS,2022,-4.8701,3.0641,151.5255991
679,Pickles,3,8/20/2022,Sparisoma,aurofrenatum,11,1,Initial,NA,AAS,2022,-5.7587,3.4291,17.43571079
680,Pickles,3,8/20/2022,Sparisoma,chrysopterum,13,1,Initial,NA,AAS,2022,-5.1754,3.1708,33.68926852
681,Pickles,3,8/20/2022,Sparisoma,aurofrenatum,15,1,Initial,NA,AAS,2022,-5.7587,3.4291,50.50501872
682,Pickles,3,8/20/2022,Sparisoma,aurofrenatum,22,1,Terminal,NA,AAS,2022,-5.7587,3.4291,187.8026062
683,Pickles,3,8/20/2022,Scarus,taeniopterus,3,1,Initial,NA,AAS,2022,-4.1836,2.7086,0.656644983
684,Pickles,3,8/20/2022,Scarus,taeniopterus,4,1,Initial,NA,AAS,2022,-4.1836,2.7086,1.431329731
685,Pickles,3,8/20/2022,Scarus,taeniopterus,4,1,Initial,NA,AAS,2022,-4.1836,2.7086,1.431329731
686,Pickles,3,8/20/2022,Scarus,taeniopterus,14,1,Initial,NA,AAS,2022,-4.1836,2.7086,42.59929359
687,Pickles,3,8/20/2022,Scarus,taeniopterus,26,1,Terminal,NA,AAS,2022,-4.1836,2.7086,227.8226034
688,Pickles,3,8/20/2022,Scarus,taeniopterus,24,1,Terminal,NA,AAS,2022,-4.1836,2.7086,183.4172464
689,Pickles,3,8/20/2022,Sparisoma,chrysopterum,18,1,Initial,NA,AAS,2022,-5.1754,3.1708,94.54053577
